ID,Original Title,Inferred Title_ru
4814,22. Приговор (Yargı) (3 сезона) 2021 S02E00 Yargi.S02E25.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4815,22. Приговор (Yargı) (3 сезона) 2021 S02E00 Yargi.S02E26.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4816,22. Приговор (Yargı) (3 сезона) 2021 S02E00 Yargi.S02E27.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4817,22. Приговор (Yargı) (3 сезона) 2021 S02E00 Yargi.S02E28.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4818,22. Приговор (Yargı) (3 сезона) 2021 S02E00 Yargi.S02E29.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4819,22. Приговор (Yargı) (3 сезона) 2021 (сезон 3),Приговор
4820,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E01.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4821,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E02.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4822,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E03.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4823,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E04.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4824,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E05.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4825,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E07.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4826,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E08.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4827,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E09.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4828,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E12.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4829,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E15.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4830,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E17.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4831,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E18.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4832,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E19.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4833,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E20.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4834,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E22.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4835,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E24.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4836,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E25.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4837,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E27.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4838,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E28.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4839,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E31.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4840,22. Приговор (Yargı) (3 сезона) 2021 S03E00 Yargi.S03E32.1080p.WEB-DL-AVC.rus.tur.DiziMania.mkv,Приговор
4841,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 (сезон 5),COULD_NOT_INFER
4842,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e01.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4843,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e02.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4844,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e03.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4845,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e04.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4846,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e05.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4847,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e06.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4848,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e07.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4849,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e08.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4850,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e09.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4851,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e10.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4852,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e11.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4853,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e12.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4854,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e13.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4855,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e14.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4856,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e15.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4857,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e16.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4858,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e17.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4859,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e18.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4860,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e19.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4861,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e20.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4862,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e21.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4863,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S05E00 Brooklyn.Nine-Nine.s05e22.WEBDL.720p.NewStudio.TV.mkv,COULD_NOT_INFER
4864,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 (сезон 6),COULD_NOT_INFER
4865,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e01.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4866,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e02.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4867,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e03.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4868,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e04.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4869,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e05.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4870,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e06.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4871,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e07.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4872,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e08.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4873,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e09.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4874,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e10.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4875,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e11.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4876,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e12.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4877,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e13.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4878,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e14.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4879,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e15.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4880,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e16.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4881,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e17.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4882,28. Бруклин 9-9 (Brooklyn Nine-Nine) 2013 S06E00 Brooklyn.Nine-Nine.s06e18.WEBDL.1080p.NewStudio.TV.mkv,COULD_NOT_INFER
4928,39. Шмигадун! (Schmigadoon!) (1–2 сезоны) 2021 (сезон 1),Шмигадун!
4929,39. Шмигадун! (Schmigadoon!) (1–2 сезоны) 2021 (сезон 2),Шмигадун!
4930,44. Белый воротничок (White Collar) (1–6 сезоны) 2009 (сезон 1),Белый воротничок
4931,44. Белый воротничок (White Collar) (1–6 сезоны) 2009 (сезон 2),Белый воротничок
4932,44. Белый воротничок (White Collar) (1–6 сезоны) 2009 (сезон 3),Белый воротничок
4933,44. Белый воротничок (White Collar) (1–6 сезоны) 2009 (сезон 4),Белый воротничок
4934,"48. Мистер Мерседес (Mr. Mercedes, 2017) 2017 (сезон 1)",Мистер Мерседес
4935,"48. Мистер Мерседес (Mr. Mercedes, 2017) 2017 (сезон 2)",Мистер Мерседес
4936,"48. Мистер Мерседес (Mr. Mercedes, 2017) 2017 (сезон 3)",Мистер Мерседес
4937,"55. Убийство на пляже (Broadchurch, 2013–2017) 2013 (сезон 1)",Убийство на пляже
4938,"55. Убийство на пляже (Broadchurch, 2013–2017) 2013 (сезон 2)",Убийство на пляже
4939,"55. Убийство на пляже (Broadchurch, 2013–2017) 2013 (сезон 3)",Убийство на пляже
4940,"63. Оставленные (The Leftovers, 2014–2017) 2014 (сезон 1)",Оставленные
4941,"63. Оставленные (The Leftovers, 2014–2017) 2014 (сезон 2)",Оставленные
4942,"63. Оставленные (The Leftovers, 2014–2017) 2014 (сезон 3)",Оставленные
5474,500 дней лета,COULD_NOT_INFER
5475,500 дней лета,COULD_NOT_INFER
5477,500 дней лета,COULD_NOT_INFER
5478,500 дней лета,COULD_NOT_INFER
5483,05 Odnoi_levoi_2015_WEB-DLRip_by_Dalemake,COULD_NOT_INFER
6010,05 Прослушка (сезон 1),COULD_NOT_INFER
6011,05 Прослушка S01E00 The.wire.s01e01.DVDRip.avi,COULD_NOT_INFER
6012,05 Прослушка S01E00 The.wire.s01e02.DVDRip.avi,COULD_NOT_INFER
6013,05 Прослушка S01E00 The.wire.s01e03.DVDRip.avi,COULD_NOT_INFER
6014,05 Прослушка S01E00 The.wire.s01e04.DVDRip.avi,COULD_NOT_INFER
6015,05 Прослушка S01E00 The.wire.s01e05.DVDRip.avi,COULD_NOT_INFER
6016,05 Прослушка S01E00 The.wire.s01e06.DVDRip.avi,COULD_NOT_INFER
6017,05 Прослушка S01E00 The.wire.s01e07.DVDRip.avi,COULD_NOT_INFER
6018,05 Прослушка S01E00 The.wire.s01e08.DVDRip.avi,COULD_NOT_INFER
6019,05 Прослушка S01E00 The.wire.s01e09.DVDRip.avi,COULD_NOT_INFER
6020,05 Прослушка S01E00 The.wire.s01e10.DVDRip.avi,COULD_NOT_INFER
6021,05 Прослушка S01E00 The.wire.s01e11.DVDRip.avi,COULD_NOT_INFER
6022,05 Прослушка S01E00 The.wire.s01e12.DVDRip.avi,COULD_NOT_INFER
6023,05 Прослушка S01E00 The.wire.s01e13.DVDRip.avi,COULD_NOT_INFER
6024,05 Прослушка (сезон 2),COULD_NOT_INFER
6025,05 Прослушка S02E00 The.wire.s02e01.DVDRip.avi,COULD_NOT_INFER
6026,05 Прослушка S02E00 The.wire.s02e02.DVDRip.avi,COULD_NOT_INFER
6027,05 Прослушка S02E00 The.wire.s02e03.DVDRip.avi,COULD_NOT_INFER
6028,05 Прослушка S02E00 The.wire.s02e04.DVDRip.avi,COULD_NOT_INFER
6029,05 Прослушка S02E00 The.wire.s02e05.DVDRip.avi,COULD_NOT_INFER
6030,05 Прослушка S02E00 The.wire.s02e06.DVDRip.avi,COULD_NOT_INFER
6031,05 Прослушка S02E00 The.wire.s02e07.DVDRip.avi,COULD_NOT_INFER
6032,05 Прослушка S02E00 The.wire.s02e08.DVDRip.avi,COULD_NOT_INFER
6033,05 Прослушка S02E00 The.wire.s02e09.DVDRip.avi,COULD_NOT_INFER
6034,05 Прослушка S02E00 The.wire.s02e10.DVDRip.avi,COULD_NOT_INFER
6035,05 Прослушка S02E00 The.wire.s02e11.DVDRip.avi,COULD_NOT_INFER
6036,05 Прослушка S02E00 The.wire.s02e12.DVDRip.avi,COULD_NOT_INFER
6037,05 Прослушка (сезон 3),COULD_NOT_INFER
6038,05 Прослушка S03E00 The_wire_s03e01.avi,COULD_NOT_INFER
6039,05 Прослушка S03E00 The_wire_s03e02.avi,COULD_NOT_INFER
6040,05 Прослушка S03E00 The_wire_s03e03.avi,COULD_NOT_INFER
6041,05 Прослушка S03E00 The_wire_s03e04.avi,COULD_NOT_INFER
6042,05 Прослушка S03E00 The_wire_s03e05.avi,COULD_NOT_INFER
6043,05 Прослушка S03E00 The_wire_s03e06.avi,COULD_NOT_INFER
6044,05 Прослушка S03E00 The_wire_s03e07.avi,COULD_NOT_INFER
6045,05 Прослушка S03E00 The_wire_s03e08.avi,COULD_NOT_INFER
6046,05 Прослушка S03E00 The_wire_s03e09.avi,COULD_NOT_INFER
6047,05 Прослушка S03E00 The_wire_s03e10.avi,COULD_NOT_INFER
6048,05 Прослушка S03E00 The_wire_s03e11.avi,COULD_NOT_INFER
6049,05 Прослушка S03E00 The_wire_s03e12.avi,COULD_NOT_INFER
6050,05 Прослушка (сезон 4),COULD_NOT_INFER
6051,05 Прослушка S04E00 The_wire_s04e01.avi,COULD_NOT_INFER
6052,05 Прослушка S04E00 The_wire_s04e02.avi,COULD_NOT_INFER
6053,05 Прослушка S04E00 The_wire_s04e03.avi,COULD_NOT_INFER
6054,05 Прослушка S04E00 The_wire_s04e04.avi,COULD_NOT_INFER
6055,05 Прослушка S04E00 The_wire_s04e05.avi,COULD_NOT_INFER
6056,05 Прослушка S04E00 The_wire_s04e06.avi,COULD_NOT_INFER
6057,05 Прослушка S04E00 The_wire_s04e07.avi,COULD_NOT_INFER
6058,05 Прослушка S04E00 The_wire_s04e08.avi,COULD_NOT_INFER
6059,05 Прослушка S04E00 The_wire_s04e09.avi,COULD_NOT_INFER
6060,05 Прослушка S04E00 The_wire_s04e10.avi,COULD_NOT_INFER
6061,05 Прослушка S04E00 The_wire_s04e11.avi,COULD_NOT_INFER
6062,05 Прослушка S04E00 The_wire_s04e12.avi,COULD_NOT_INFER
6063,05 Прослушка S04E00 The_wire_s04e13.avi,COULD_NOT_INFER
6064,05 Прослушка (сезон 6),COULD_NOT_INFER
6065,05 Прослушка S06E00 the_wire_s05_e01.avi,COULD_NOT_INFER
6066,05 Прослушка S06E00 the_wire_s05_e02.avi,COULD_NOT_INFER
6067,05 Прослушка S06E00 the_wire_s05_e03.avi,COULD_NOT_INFER
6068,05 Прослушка S06E00 the_wire_s05_e04.avi,COULD_NOT_INFER
6069,05 Прослушка S06E00 the_wire_s05_e05.avi,COULD_NOT_INFER
6070,05 Прослушка S06E00 the_wire_s05_e06.avi,COULD_NOT_INFER
6071,05 Прослушка S06E00 the_wire_s05_e07.avi,COULD_NOT_INFER
6072,05 Прослушка S06E00 the_wire_s05_e08.avi,COULD_NOT_INFER
6073,05 Прослушка S06E00 the_wire_s05_e09.avi,COULD_NOT_INFER
6074,05 Прослушка S06E00 the_wire_s05_e10.avi,COULD_NOT_INFER
6075,The.Americans.20113-2018.web-dlrip_[teko] (сезон 1),COULD_NOT_INFER
6076,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e01_Pilot.avi,COULD_NOT_INFER
6077,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e02_The.Clock.avi,COULD_NOT_INFER
6078,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e03_Gregory.avi,COULD_NOT_INFER
6079,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e04_In.Control.avi,COULD_NOT_INFER
6080,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e05_Comint.avi,COULD_NOT_INFER
6081,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e06_Trust.Me.avi,COULD_NOT_INFER
6082,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e07_Duty.and.Honor.avi,COULD_NOT_INFER
6083,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e08_Mutually.Assured.Destruction.avi,COULD_NOT_INFER
6084,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e09_Safe.House.avi,COULD_NOT_INFER
6085,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e10_Only.You.avi,COULD_NOT_INFER
6086,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e11_Covert.War.avi,COULD_NOT_INFER
6087,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e12_The.Oath.avi,COULD_NOT_INFER
6088,The.Americans.20113-2018.web-dlrip_[teko] S01E00 s01e13_The.Colonel.avi,COULD_NOT_INFER
6089,The.Americans.20113-2018.web-dlrip_[teko] (сезон 2),COULD_NOT_INFER
6090,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e01_Comrades.avi,COULD_NOT_INFER
6091,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e02_Cardinal.avi,COULD_NOT_INFER
6092,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e03_The.Walk-In.avi,COULD_NOT_INFER
6093,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e04_A.Little.Night.Music.avi,COULD_NOT_INFER
6094,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e05_The.Deal.avi,COULD_NOT_INFER
6095,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e06_Behind.the.Red.Door.avi,COULD_NOT_INFER
6096,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e07_ARPANET.avi,COULD_NOT_INFER
6097,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e08_New.Car.avi,COULD_NOT_INFER
6098,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e09_Martial.Eagle.avi,COULD_NOT_INFER
6099,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e10_Yousaf.avi,COULD_NOT_INFER
6100,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e11_Stealth.avi,COULD_NOT_INFER
6101,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e12_Operation.Chronicle.avi,COULD_NOT_INFER
6102,The.Americans.20113-2018.web-dlrip_[teko] S02E00 s02e13_Echo.avi,COULD_NOT_INFER
6103,The.Americans.20113-2018.web-dlrip_[teko] (сезон 3),COULD_NOT_INFER
6104,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e01_EST.Men.avi,COULD_NOT_INFER
6105,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e02_Baggage.avi,COULD_NOT_INFER
6106,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e03_Open.House.avi,COULD_NOT_INFER
6107,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e04_Dimebag.avi,COULD_NOT_INFER
6108,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e05_Salang.Pass.avi,COULD_NOT_INFER
6109,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e06_Born.Again.avi,COULD_NOT_INFER
6110,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e07_Walter.Taffet.avi,COULD_NOT_INFER
6111,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e08_Divestment.avi,COULD_NOT_INFER
6112,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e09_Do.Mail.Robots.Dream.of.Electric.Sheep.avi,COULD_NOT_INFER
6113,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e10_Stingers.avi,COULD_NOT_INFER
6114,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e11_One.Day.in.the.Life.of.Anton.Baklanov.avi,COULD_NOT_INFER
6115,The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e12_I.Am.Abassin.Zadran.avi,COULD_NOT_INFER
6116,"The.Americans.20113-2018.web-dlrip_[teko] S03E00 s03e13_March.8,1983.avi",COULD_NOT_INFER
6117,The.Americans.20113-2018.web-dlrip_[teko] (сезон 4),COULD_NOT_INFER
6118,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e01_Glanders.avi,COULD_NOT_INFER
6119,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e02_Pastor.Tim.avi,COULD_NOT_INFER
6120,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e03_Experimental.Prototype.City.of.Tomorrow.avi,COULD_NOT_INFER
6121,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e04_Chloramphenicol.avi,COULD_NOT_INFER
6122,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e05_Clark's.Place.avi,COULD_NOT_INFER
6123,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e06_The.Rat.avi,COULD_NOT_INFER
6124,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e07_Travel.Agents.avi,COULD_NOT_INFER
6125,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e08_The.Magic.of.David.Copperfield.V_The.Statue.of.Liberty.Disappears.avi,COULD_NOT_INFER
6126,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e09_The.Day.After.avi,COULD_NOT_INFER
6127,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e10_Munchkins.avi,COULD_NOT_INFER
6128,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e11_Dinner.for.Seven.avi,COULD_NOT_INFER
6129,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e12_A.Roy.Rogers.in.Franconia.avi,COULD_NOT_INFER
6130,The.Americans.20113-2018.web-dlrip_[teko] S04E00 s04e13_Persona.Non.Grata.avi,COULD_NOT_INFER
6131,The.Americans.20113-2018.web-dlrip_[teko] (сезон 5),COULD_NOT_INFER
6132,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e01_Amber.Waves.avi,COULD_NOT_INFER
6133,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e02_Pests.avi,COULD_NOT_INFER
6134,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e03_The.Midges.avi,COULD_NOT_INFER
6135,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e04_What's.the.Matter.with.Kansas.avi,COULD_NOT_INFER
6136,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e05_Lotus.1-2-3.avi,COULD_NOT_INFER
6137,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e06_Crossbreed.avi,COULD_NOT_INFER
6138,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e07_The.Committee.on.Human.Rights.avi,COULD_NOT_INFER
6139,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e08_Immersion.avi,COULD_NOT_INFER
6140,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e09_IHOP.avi,COULD_NOT_INFER
6141,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e10_Darkroom.avi,COULD_NOT_INFER
6142,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e11_Dyatkovo.avi,COULD_NOT_INFER
6143,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e12_The.World.Council.of.Churches.avi,COULD_NOT_INFER
6144,The.Americans.20113-2018.web-dlrip_[teko] S05E00 s05e13_The.Soviet.Division.avi,COULD_NOT_INFER
6145,The.Americans.20113-2018.web-dlrip_[teko] (сезон 6),COULD_NOT_INFER
6146,The.Americans.20113-2018.web-dlrip_[teko] S06E00 s06e01_Dead.Hand.avi,COULD_NOT_INFER
6147,The.Americans.20113-2018.web-dlrip_[teko] S06E00 s06e02_Tchaikovsky.avi,COULD_NOT_INFER
6148,The.Americans.20113-2018.web-dlrip_[teko] S06E00 s06e03_Urban.Transport.Planning.avi,COULD_NOT_INFER
6149,The.Americans.20113-2018.web-dlrip_[teko] S06E00 s06e04_Mr.and.Mrs.Teacup.avi,COULD_NOT_INFER
6150,The.Americans.20113-2018.web-dlrip_[teko] S06E00 s06e05_The.Great.Patriotic.War.avi,COULD_NOT_INFER
6151,The.Americans.20113-2018.web-dlrip_[teko] S06E00 s06e06_Rififi.avi,COULD_NOT_INFER
